wavelength, amplitude
312.634, 476.42
313.003, 482.8
313.372, 508.58
313.741, 492.98
314.11, 502.34
314.478, 488.5
314.847, 504.37
315.216, 512.79
315.584, 541.55
315.953, 521.2
316.322, 505.73
316.69, 459.19
317.059, 435.99
317.427, 432.73
317.796, 422.96
318.164, 440.47
318.532, 447.25
318.901, 431.65
319.269, 426.9
319.637, 437.07
320.005, 429.88
320.374, 433.14
320.742, 429.07
321.11, 426.08
321.478, 432.33
321.846, 420.66
322.214, 434.5
322.582, 443.99
322.95, 439.92
323.317, 425.13
323.685, 431.38
324.053, 427.44
324.421, 431.51
324.788, 434.9
325.156, 421.2
325.524, 423.37
325.891, 447.39
326.259, 456.61
326.626, 436.53
326.994, 443.18
327.361, 446.98
327.728, 461.5
328.096, 457.43
328.463, 443.72
328.83, 438.43
329.198, 433.68
329.565, 433.68
329.932, 429.88
330.299, 428.8
330.666, 443.72
331.033, 430.97
331.4, 441.96
331.767, 434.09
332.134, 432.33
332.501, 450.91
332.867, 438.57
333.234, 445.35
333.601, 452.95
333.968, 450.78
334.334, 471.81
334.701, 490.8
335.068, 506
335.434, 533.95
335.801, 601.93
336.167, 663.39
336.533, 716.72
336.9, 732.45
337.266, 664.48
337.632, 545.48
337.999, 472.08
338.365, 467.87
338.731, 445.62
339.097, 431.78
339.463, 442.23
339.829, 437.62
340.195, 451.05
340.561, 433.95
340.927, 437.35
341.293, 443.72
341.659, 434.36
342.025, 438.84
342.391, 443.59
342.756, 464.21
343.122, 426.49
343.488, 433.95
343.853, 439.25
344.219, 435.04
344.585, 435.72
344.95, 442.37
345.316, 434.5
345.681, 423.64
346.046, 435.72
346.412, 428.93
346.777, 446.98
347.142, 435.99
347.507, 444.4
347.873, 443.59
348.238, 437.21
348.603, 451.19
348.968, 443.72
349.333, 464.89
349.698, 478.86
350.063, 456.34
350.428, 450.37
350.793, 447.52
351.157, 460.14
351.522, 462.58
351.887, 455.66
352.252, 489.72
352.616, 502.74
352.981, 537.48
353.346, 547.66
353.71, 539.11
354.075, 497.32
354.439, 474.25
354.803, 467.06
355.168, 491.21
355.532, 490.94
355.896, 501.93
356.261, 555.93
356.625, 603.83
356.989, 646.3
357.353, 691.75
357.717, 643.45
358.081, 539.65
358.445, 452
358.809, 446.3
359.173, 431.24
359.537, 443.99
359.901, 438.57
360.265, 455.66
360.629, 446.71
360.992, 424.59
361.356, 425.95
361.72, 440.47
362.083, 433.95
362.447, 440.6
362.81, 451.46
363.174, 438.43
363.537, 441.42
363.901, 446.03
364.264, 451.46
364.627, 450.24
364.991, 436.94
365.354, 468.82
365.717, 452.68
366.08, 457.83
366.443, 472.35
366.806, 457.7
367.17, 468.01
367.533, 446.03
367.895, 428.66
368.258, 449.69
368.621, 439.65
368.984, 440.6
369.347, 464.21
369.71, 473.3
370.072, 472.89
370.435, 478.46
370.798, 510.34
371.16, 477.78
371.523, 468.42
371.885, 445.89
372.248, 454.58
372.61, 451.19
372.973, 448.74
373.335, 466.52
373.697, 487.41
374.06, 478.46
374.422, 484.43
374.784, 530.42
375.146, 537.75
375.508, 527.57
375.87, 485.51
376.232, 453.36
376.594, 441.69
376.956, 451.86
377.318, 454.17
377.68, 449.96
378.042, 469.23
378.404, 459.6
378.765, 467.47
379.127, 494.47
379.489, 523.23
379.85, 545.89
380.212, 541.55
380.573, 509.26
380.935, 469.37
381.296, 451.59
381.658, 430.56
382.019, 444.94
382.38, 437.48
382.742, 417.54
383.103, 430.56
383.464, 436.4
383.825, 443.32
384.186, 435.85
384.547, 454.71
384.909, 449.42
385.27, 458.38
385.63, 468.55
385.991, 447.79
386.352, 443.99
386.713, 458.51
387.074, 433.95
387.435, 440.87
387.795, 459.46
388.156, 449.83
388.517, 475.88
388.877, 487.41
389.238, 477.24
389.598, 473.84
389.959, 448.88
390.319, 449.96
390.679, 437.48
391.04, 437.75
391.4, 466.25
391.76, 442.09
392.121, 454.71
392.481, 462.04
392.841, 475.61
393.201, 457.83
393.561, 465.97
393.921, 482.26
394.281, 470.59
394.641, 450.51
395.001, 431.78
395.361, 434.9
395.72, 439.52
396.08, 454.71
396.44, 450.78
396.8, 481.17
397.159, 502.61
397.519, 465.3
397.878, 451.32
398.238, 463.4
398.597, 460.82
398.957, 455.93
399.316, 493.38
399.675, 463.26
400.035, 461.5
400.394, 439.52
400.753, 439.52
401.112, 433.82
401.472, 427.31
401.831, 433
402.19, 429.34
402.549, 422.01
402.908, 419.84
403.267, 430.56
403.625, 442.5
403.984, 437.35
404.343, 430.56
404.702, 448.2
405.061, 454.44
405.419, 463.67
405.778, 454.58
406.136, 458.51
406.495, 452
406.853, 457.83
407.212, 447.66
407.57, 433.68
407.929, 438.16
408.287, 455.26
408.645, 425.13
409.004, 436.12
409.362, 463.53
409.72, 541.96
410.078, 626.49
410.436, 574.11
410.794, 482.12
411.152, 427.85
411.51, 435.99
411.868, 421.88
412.226, 423.1
412.584, 427.98
412.942, 437.48
413.299, 438.84
413.657, 439.25
414.015, 445.08
414.372, 435.31
414.73, 426.63
415.088, 414.14
415.445, 443.86
415.803, 419.98
416.16, 430.43
416.517, 426.49
416.875, 439.79
417.232, 425.68
417.589, 431.92
417.946, 443.32
418.304, 423.51
418.661, 432.46
419.018, 417.67
419.375, 453.76
419.732, 448.88
420.089, 438.43
420.446, 450.1
420.803, 441.42
421.159, 424.73
421.516, 413.47
421.873, 417.67
422.23, 422.83
422.586, 420.79
422.943, 411.7
423.299, 425.95
423.656, 417.81
424.012, 430.15
424.369, 429.07
424.725, 435.58
425.082, 411.29
425.438, 428.53
425.794, 433.14
426.15, 425.54
426.507, 436.94
426.863, 416.72
427.219, 422.15
427.575, 420.52
427.931, 414.28
428.287, 415.09
428.643, 415.91
428.999, 405.87
429.355, 408.72
429.711, 414.01
430.066, 410.62
430.422, 407.36
430.778, 422.56
431.133, 411.02
431.489, 421.47
431.844, 422.83
432.2, 428.66
432.555, 437.07
432.911, 434.63
433.266, 508.58
433.622, 966.37
433.977, 1291.33
434.332, 1172.61
434.687, 695.14
435.043, 483.75
435.398, 446.57
435.753, 440.74
436.108, 409.53
436.463, 421.2
436.818, 422.56
437.173, 425.41
437.528, 399.76
437.882, 401.8
438.237, 420.66
438.592, 415.09
438.947, 410.48
439.301, 413.87
439.656, 424.18
440.01, 427.71
440.365, 435.72
440.72, 438.7
441.074, 433.82
441.428, 431.65
441.783, 429.88
442.137, 424.18
442.491, 411.57
442.846, 416.04
443.2, 415.91
443.554, 420.79
443.908, 421.88
444.262, 415.09
444.616, 423.37
444.97, 419.44
445.324, 420.39
445.678, 425.13
446.032, 431.65
446.385, 412.11
446.739, 413.06
447.093, 435.58
447.447, 399.63
447.8, 427.58
448.154, 421.06
448.507, 430.02
448.861, 424.86
449.214, 429.88
449.568, 424.32
449.921, 424.86
450.274, 408.72
450.628, 420.66
450.981, 409.4
451.334, 416.59
451.687, 410.48
452.041, 417.67
452.394, 399.63
452.747, 417.94
453.1, 408.31
453.453, 405.32
453.805, 411.97
454.158, 421.06
454.511, 425.95
454.864, 419.98
455.217, 411.43
455.569, 427.85
455.922, 420.79
456.275, 422.01
456.627, 422.83
456.98, 430.29
457.332, 439.65
457.684, 434.23
458.037, 419.57
458.389, 423.23
458.741, 407.63
459.094, 415.5
459.446, 427.58
459.798, 411.57
460.15, 399.35
460.502, 411.57
460.854, 407.77
461.206, 420.66
461.558, 412.52
461.91, 412.52
462.262, 435.85
462.614, 440.87
462.966, 457.7
463.317, 449.42
463.669, 413.06
464.021, 408.45
464.372, 421.06
464.724, 423.91
465.075, 409.8
465.427, 407.36
465.778, 417.81
466.13, 418.89
466.481, 420.93
466.832, 418.49
467.183, 409.53
467.535, 421.61
467.886, 422.42
468.237, 427.17
468.588, 403.56
468.939, 411.29
469.29, 409.4
469.641, 398.54
469.992, 405.73
470.343, 411.84
470.694, 416.72
471.044, 411.7
471.395, 420.79
471.746, 424.59
472.096, 427.58
472.447, 424.46
472.798, 400.85
473.148, 411.57
473.499, 402.07
473.849, 402.07
474.199, 403.83
474.55, 408.31
474.9, 410.75
475.25, 425.41
475.6, 404.78
475.951, 400.58
476.301, 406.95
476.651, 413.33
477.001, 403.15
477.351, 416.45
477.701, 411.02
478.051, 424.46
478.4, 419.57
478.75, 412.52
479.1, 422.56
479.45, 425
479.799, 411.84
480.149, 412.65
480.499, 415.91
480.848, 426.36
481.198, 438.97
481.547, 425.95
481.897, 420.79
482.246, 413.06
482.595, 405.73
482.945, 433.28
483.294, 414.96
483.643, 444.94
483.992, 435.31
484.341, 427.31
484.69, 476.15
485.039, 507.76
485.388, 1056.87
485.737, 7661.6
486.086, 11368.98
486.435, 9889.5
486.784, 3649.08
487.132, 1034.75
487.481, 600.44
487.83, 507.63
488.178, 458.24
488.527, 445.76
488.876, 422.56
489.224, 434.23
489.572, 421.34
489.921, 421.61
490.269, 430.02
490.618, 426.36
490.966, 421.47
491.314, 404.24
491.662, 424.86
492.01, 447.66
492.358, 454.85
492.706, 469.23
493.054, 483.61
493.402, 454.03
493.75, 441.42
494.098, 400.58
494.446, 427.31
494.794, 413.74
495.142, 427.44
495.489, 425.95
495.837, 424.32
496.184, 427.71
496.532, 419.98
496.88, 433.28
497.227, 435.58
497.574, 417.81
497.922, 410.21
498.269, 409.4
498.616, 406.68
498.964, 417.13
499.311, 426.76
499.658, 430.29
500.005, 419.71
500.352, 424.05
500.699, 430.29
501.046, 435.85
501.393, 449.29
501.74, 423.64
502.087, 421.88
502.434, 423.91
502.78, 410.35
503.127, 416.86
503.474, 427.44
503.82, 410.89
504.167, 409.53
504.513, 414.96
504.86, 401.39
505.206, 413.87
505.553, 422.83
505.899, 404.51
506.245, 413.6
506.592, 408.85
506.938, 414.14
507.284, 414.96
507.63, 427.58
507.976, 425
508.322, 425.54
508.668, 407.5
509.014, 404.38
509.36, 409.12
509.706, 404.24
510.052, 418.08
510.398, 406
510.743, 405.05
511.089, 403.02
511.435, 422.29
511.78, 420.39
512.126, 409.8
512.471, 403.02
512.817, 416.32
513.162, 420.39
513.508, 410.75
513.853, 410.89
514.198, 396.1
514.543, 398.54
514.889, 420.11
515.234, 403.29
515.579, 404.38
515.924, 404.1
516.269, 405.73
516.614, 399.22
516.959, 399.35
517.304, 413.33
517.648, 406.14
517.993, 424.59
518.338, 420.93
518.683, 406.95
519.027, 413.33
519.372, 420.79
519.716, 409.26
520.061, 406.55
520.405, 419.03
520.75, 402.48
521.094, 416.72
521.439, 406
521.783, 411.29
522.127, 394.88
522.471, 416.32
522.815, 410.48
523.159, 408.85
523.504, 399.22
523.848, 411.43
524.192, 427.98
524.535, 412.65
524.879, 390.54
525.223, 411.84
525.567, 414.69
525.911, 419.84
526.254, 414.96
526.598, 422.15
526.942, 410.48
527.285, 398.27
527.629, 423.64
527.972, 405.05
528.316, 395.42
528.659, 412.38
529.002, 397.05
529.346, 409.94
529.689, 406.68
530.032, 397.05
530.375, 399.22
530.718, 413.19
531.061, 408.99
531.404, 396.91
531.747, 400.44
532.09, 404.51
532.433, 404.1
532.776, 420.25
533.119, 420.52
533.461, 413.06
533.804, 400.71
534.147, 390.13
534.489, 390.13
534.832, 408.31
535.174, 413.19
535.517, 398.68
535.859, 403.15
536.202, 392.84
536.544, 424.05
536.886, 408.31
537.229, 401.93
537.571, 399.49
537.913, 388.5
538.255, 403.29
538.597, 411.43
538.939, 408.58
539.281, 427.17
539.623, 401.25
539.965, 408.58
540.307, 408.72
540.648, 411.43
540.99, 403.02
541.332, 415.23
541.674, 420.93
542.015, 410.21
542.357, 410.35
542.698, 390.26
543.04, 403.7
543.381, 422.01
543.722, 397.05
544.064, 399.35
544.405, 402.75
544.746, 404.78
545.087, 408.85
545.429, 415.77
545.77, 408.72
546.111, 408.17
546.452, 402.48
546.793, 410.62
547.134, 402.61
547.474, 400.3
547.815, 416.32
548.156, 412.38
548.497, 398.81
548.837, 397.05
549.178, 389.72
549.519, 405.32
549.859, 400.85
550.2, 392.16
550.54, 391.35
550.881, 401.93
551.221, 407.63
551.561, 399.76
551.901, 406.27
552.242, 395.56
552.582, 392.98
552.922, 389.99
553.262, 395.56
553.602, 412.11
553.942, 389.72
554.282, 411.97
554.622, 416.72
554.962, 404.65
555.302, 417.4
555.641, 410.07
555.981, 387.69
556.321, 398.13
556.66, 398.54
557, 398.13
557.339, 393.79
557.679, 399.49
558.018, 391.21
558.358, 390.26
558.697, 397.05
559.036, 382.94
559.376, 397.86
559.715, 402.34
560.054, 399.76
560.393, 389.18
560.732, 410.89
561.071, 405.32
561.41, 396.23
561.749, 399.08
562.088, 390.81
562.427, 419.3
562.766, 400.03
563.104, 411.57
563.443, 405.32
563.782, 399.49
564.12, 393.93
564.459, 379.55
564.797, 379.95
565.136, 403.97
565.474, 393.38
565.813, 406.55
566.151, 415.77
566.489, 389.86
566.827, 402.48
567.166, 403.15
567.504, 389.45
567.842, 406
568.18, 413.19
568.518, 425.41
568.856, 419.84
569.194, 406.95
569.531, 416.99
569.869, 411.43
570.207, 415.37
570.545, 421.61
570.882, 417.26
571.22, 413.6
571.558, 401.93
571.895, 394.61
572.233, 423.64
572.57, 436.67
572.907, 457.83
573.245, 459.73
573.582, 445.22
573.919, 439.11
574.257, 410.89
574.594, 409.4
574.931, 386.87
575.268, 429.88
575.605, 438.57
575.942, 435.17
576.279, 423.64
576.616, 430.97
576.952, 425.54
577.289, 437.21
577.626, 449.15
577.963, 443.99
578.299, 458.51
578.636, 440.06
578.972, 445.49
579.309, 434.63
579.645, 428.26
579.982, 436.67
580.318, 434.23
580.654, 458.65
580.991, 491.08
581.327, 511.84
581.663, 505.59
