wavelength, amplitude
367.17, 1278.87
367.533, 805.67
367.895, 711.27
368.258, 675.79
368.621, 628.24
368.984, 632.67
369.347, 632.85
369.71, 623.09
370.072, 628.41
370.435, 627.35
370.798, 648.29
371.16, 644.92
371.523, 635.16
371.885, 628.77
372.248, 631.43
372.61, 616.7
372.973, 590.44
373.335, 570.93
373.697, 551.23
374.06, 556.02
374.422, 549.81
374.784, 543.43
375.146, 546.26
375.508, 554.07
375.87, 539.7
376.232, 536.68
376.594, 549.99
376.956, 532.07
377.318, 559.93
377.68, 557.62
378.042, 521.25
378.404, 545.55
378.765, 537.22
379.127, 545.2
379.489, 547.51
379.85, 547.51
380.212, 530.12
380.573, 547.15
380.935, 549.99
381.296, 581.04
381.658, 552.3
382.019, 552.83
382.38, 569.68
382.742, 548.93
383.103, 539.88
383.464, 556.02
383.825, 562.59
384.186, 562.41
384.547, 587.07
384.909, 572.17
385.27, 572.17
385.63, 571.81
385.991, 555.14
386.352, 552.65
386.713, 572.88
387.074, 571.1
387.435, 592.75
387.795, 617.41
388.156, 610.14
388.517, 622.03
388.877, 637.64
389.238, 652.37
389.598, 644.92
389.959, 675.26
390.319, 673.48
390.679, 687.14
391.04, 634.27
391.4, 617.95
391.76, 602.33
392.121, 607.65
392.481, 594.88
392.841, 581.93
393.201, 583.88
393.561, 579.09
393.921, 598.61
394.281, 615.28
394.641, 589.73
395.001, 613.16
395.361, 585.48
395.72, 603.4
396.08, 600.03
396.44, 588.14
396.8, 609.25
397.159, 610.32
397.519, 612.27
397.878, 618.83
398.238, 646.33
398.597, 659.64
398.957, 653.79
399.316, 699.92
399.675, 705.77
400.035, 743.74
400.394, 752.26
400.753, 754.21
401.112, 735.94
401.472, 696.37
401.831, 649.71
402.19, 614.4
402.549, 609.96
402.908, 702.23
403.267, 949.56
403.625, 1770.89
403.984, 4108.54
404.343, 9093.09
404.702, 11655.18
405.061, 8255.08
405.419, 2921.88
405.778, 1172.42
406.136, 797.15
406.495, 762.02
406.853, 929.51
407.212, 1439.27
407.57, 2295.91
407.929, 2386.57
408.287, 1615.1
408.645, 848.25
409.004, 659.64
409.362, 610.49
409.72, 606.95
410.078, 605.88
410.436, 630.01
410.794, 611.74
411.152, 604.46
411.51, 597.01
411.868, 593.64
412.226, 563.65
412.584, 555.67
412.942, 529.05
413.299, 529.23
413.657, 538.1
414.015, 548.75
414.372, 534.91
414.73, 514.68
415.088, 552.65
415.445, 560.46
415.803, 568.8
416.16, 580.33
416.517, 559.75
416.875, 556.2
417.232, 545.73
417.589, 581.22
417.946, 588.85
418.304, 579.8
418.661, 607.65
419.018, 629.12
419.375, 614.93
419.732, 682
420.089, 663.19
420.446, 665.14
420.803, 660.35
421.159, 632.67
421.516, 612.62
421.873, 592.75
422.23, 549.64
422.586, 535.09
422.943, 536.51
423.299, 526.57
423.656, 526.75
424.012, 535.44
424.369, 509.18
424.725, 533.13
425.082, 552.65
425.438, 560.1
425.794, 573.41
426.15, 582.64
426.507, 604.46
426.863, 618.66
427.219, 644.74
427.575, 604.82
427.931, 647.93
428.287, 658.4
428.643, 650.42
428.999, 680.93
429.355, 711.81
429.711, 754.57
430.066, 802.3
430.422, 838.67
430.778, 943
431.133, 987.18
431.489, 895.45
431.844, 722.45
432.2, 606.77
432.555, 613.86
432.911, 614.75
433.266, 717.31
433.622, 893.32
433.977, 1165.5
434.332, 1661.41
434.687, 2926.32
435.043, 7375.38
435.398, 19601.41
435.753, 31434.78
436.108, 25936.92
436.463, 10134.96
436.818, 3055.31
437.173, 1323.05
437.528, 894.38
437.882, 745.87
438.237, 652.72
438.592, 634.8
438.947, 635.87
439.301, 591.15
439.656, 576.78
440.01, 567.38
440.365, 534.55
440.72, 533.13
441.074, 527.46
441.428, 513.62
441.783, 527.99
442.137, 511.49
442.491, 496.41
442.846, 494.81
443.2, 491.44
443.554, 521.6
