wavelength, amplitude
378.404, 3388.25
378.765, 3711.17
379.127, 4107.9
379.489, 4354.71
379.85, 4723.76
380.212, 5090.51
380.573, 5796.33
380.935, 6289.94
381.296, 5798.64
381.658, 5950.87
382.019, 6093.88
382.38, 6128.48
382.742, 5766.35
383.103, 5339.63
383.464, 5157.4
383.825, 5062.83
384.186, 4892.15
384.547, 4903.68
384.909, 5258.89
385.27, 5849.38
385.63, 6426.03
385.991, 6331.46
386.352, 6225.36
386.713, 6545.97
387.074, 6804.31
387.435, 7337.14
387.795, 6986.53
388.156, 7053.43
388.517, 9191.64
388.877, 9048.63
389.238, 7041.89
389.598, 6156.16
389.959, 5316.56
390.319, 4804.49
390.679, 4705.31
391.04, 5196.62
391.4, 5796.33
391.76, 5967.02
392.121, 5577.2
392.481, 5272.73
392.841, 4739.91
393.201, 4670.71
393.561, 4714.54
393.921, 5021.31
394.281, 5394.98
394.641, 5710.99
395.001, 5551.83
395.361, 5254.28
395.72, 4933.66
396.08, 4649.95
396.44, 4170.18
396.8, 3768.83
397.159, 3522.03
397.519, 3146.05
397.878, 2929.23
398.238, 2670.89
398.597, 2613.23
398.957, 2610.92
399.316, 2800.06
399.675, 2885.41
400.035, 2866.95
400.394, 2663.97
400.753, 2288
401.112, 2165.75
401.472, 2467.91
401.831, 2818.52
402.19, 3003.04
402.549, 3395.16
402.908, 3879.55
403.267, 4301.66
403.625, 4592.29
403.984, 5044.38
404.343, 5706.37
404.702, 5980.86
405.061, 6077.74
405.419, 6366.06
405.778, 6209.21
406.136, 5907.05
406.495, 5501.09
406.853, 4977.49
407.212, 4723.76
407.57, 4857.55
407.929, 5007.48
408.287, 4956.73
408.645, 4970.57
409.004, 5129.72
409.362, 5316.56
409.72, 5162.02
410.078, 5602.58
410.436, 5890.9
410.794, 6891.96
411.152, 8125.99
411.51, 9915.91
411.868, 11830.39
412.226, 13735.63
412.584, 13677.97
412.942, 9706.01
413.299, 5235.83
413.657, 3794.21
414.015, 3030.72
414.372, 2963.83
414.73, 3122.99
415.088, 3231.4
415.445, 3632.74
415.803, 3729.62
416.16, 4246.3
416.517, 4283.2
416.875, 4453.89
417.232, 4622.27
417.589, 5187.39
417.946, 5436.5
418.304, 5690.23
418.661, 5909.35
419.018, 6213.82
419.375, 6396.05
419.732, 6599.03
420.089, 6624.4
420.446, 6469.86
420.803, 6405.27
421.159, 5897.82
421.516, 5736.36
421.873, 5687.92
422.23, 5422.66
422.586, 4942.89
422.943, 4942.89
423.299, 4866.77
423.656, 4647.65
424.012, 4530.01
424.369, 4128.66
424.725, 3907.23
425.082, 3775.75
425.438, 3718.09
425.794, 3962.59
426.15, 4038.71
426.507, 4426.21
426.863, 4546.16
427.219, 4617.66
427.575, 4444.67
427.931, 4285.51
428.287, 3967.2
428.643, 3690.41
428.999, 3360.57
429.355, 3473.59
429.711, 3263.69
430.066, 3307.51
430.422, 3385.94
430.778, 3480.51
431.133, 3332.89
